Date,Temperature,Charge_Start,Charge_End,Daily_Cycles,Total_Cycles,scenario,SOH
-1.7308656888481375,-0.6569537034061986,-0.14095229572048187,-0.7996525483194031,-0.8792780115890414,-1.323052045256953,-0.8783100656536799,99.98893512557312
-1.7284946399593046,-0.4956059683356981,-0.14095229572048187,-0.7996525483194031,-1.182067189509866,-1.322253391226053,-0.8783100656536799,99.97695488202888
-1.7261235910704715,0.2775301064855874,-0.14095229572048187,-0.7996525483194031,-1.300967420517306,-1.321556394068225,-0.8783100656536799,99.96509748691716
-1.7237525421816384,0.2700932705192154,-0.14095229572048187,-0.7996525483194031,-1.0383221559529399,-1.3206348414482547,-0.8783100656536799,99.95293987998852
-1.7213814932928053,-0.7346474850261514,-0.14095229572048187,-0.7996525483194031,-1.5828823425456002,-1.3201788748519552,-0.8783100656536799,99.94613522360896
-1.7190104444039722,-0.04242809265410614,-0.14095229572048187,1.4479640412013615,-1.370602642722046,-1.319541414154948,-0.8783100656536799,99.93572050439282
-1.716639395515139,0.08875502267181468,-0.14095229572048187,-0.7996525483194031,-1.3817304664124241,-1.318913467482858,-0.8783100656536799,99.92385788105082
-1.7142683466263062,-0.03324092969465719,-0.14095229572048187,-0.7996525483194031,-1.134806535992059,-1.3180744067158634,-0.8783100656536799,99.91512323102852
-1.7118972977374731,0.28505300222033075,-0.14095229572048187,-0.7996525483194031,-0.9430507137882381,-1.3170713992759873,-0.8783100656536799,99.90346506996666
-1.70952624884864,0.35271115427994765,-0.14095229572048187,-0.7996525483194031,-1.2631297833938084,-1.3163420518372402,-0.8783100656536799,99.88879333947466
-1.707155199959807,0.14802879007619943,-0.14095229572048187,-0.7996525483194031,-1.267681442039669,-1.3156165959585124,-0.8783100656536799,99.87429879086412
-1.7047841510709738,0.16566929295728008,-0.14095229572048187,-0.7996525483194031,-1.087096940269215,-1.3147367446205018,-0.8783100656536799,99.86229747155576
-1.7024131021821407,-0.9073805881156615,-0.14095229572048187,-0.7996525483194031,-1.042499883345599,-1.313818763858212,-0.8783100656536799,99.85564946077778
-1.7000420532933078,-0.08888472625422736,-0.14095229572048187,-0.7996525483194031,-1.4927390227318573,-1.3132857268647995,-0.8783100656536799,99.8423064604586
-1.6976710044044747,2.2397797590061677,-0.14095229572048187,-0.7996525483194031,-0.8973897988147653,-1.3122436804272826,-0.8783100656536799,99.83148624842843
-1.6952999555156416,2.5628133343888306,-0.14095229572048187,1.4479640412013615,-1.477154351162893,-1.311697318909888,-0.8783100656536799,99.8148731786063
-1.6929289066268085,-0.7178360200765942,-0.14095229572048187,-0.7996525483194031,-1.2643731755355834,-1.3109690345418858,-0.8783100656536799,99.80641910576178
-1.6905578577379754,-0.5177160216293217,-0.14095229572048187,-0.7996525483194031,-1.0379997826407426,-1.3100472063003918,-0.8783100656536799,99.79828014661476
-1.6881868088491425,-0.5749611961973911,-0.14095229572048187,1.4479640412013615,-0.8166319699148544,-1.3089361138375435,-0.8783100656536799,99.79166369365008
-1.6858157599603094,-0.13645720563279107,-0.14095229572048187,1.4479640412013615,-1.5716227786869832,-1.3084705205816125,-0.8783100656536799,99.77962745623064
-1.6834447110714763,0.18808234230999182,-0.14095229572048187,1.4479640412013615,-1.120054054909925,-1.3076188467937335,-0.8783100656536799,99.77065421022871
-1.6810736621826432,-0.7787395129343597,-0.14095229572048187,-0.7996525483194031,-1.054504592224997,-1.306711129772367,-0.8783100656536799,99.76251551692252
-1.67870261329381,-0.39746982953258675,-0.14095229572048187,-0.7996525483194031,-0.9407740037973555,-1.3057061757995314,-0.8783100656536799,99.75290852491332
-1.676331564404977,-0.85417062734777,-0.14095229572048187,-0.7996525483194031,-1.4821786912967247,-1.3051641099735993,-0.8783100656536799,99.74292718037428
-1.673960515516144,2.3994098545075055,-0.14095229572048187,-0.7996525483194031,-1.1907202436680204,-1.3043728540984543,-0.8783100656536799,99.72803618290892
-1.671589466627311,-0.23852910255405524,-0.14095229572048187,-0.7996525483194031,-1.3753463824427283,-1.303739449186222,-0.8783100656536799,99.7165908074422
-1.669218417738478,-0.1732164569923391,-0.14095229572048187,-0.7996525483194031,-1.2588699149709288,-1.3030064596611657,-0.8783100656536799,99.70284284708872
-1.6668473688496448,-0.6817469318013438,-0.14095229572048187,-0.7996525483194031,-1.094919218880168,-1.3021332961855516,-0.8783100656536799,99.69324694908364
-1.6644763199608117,-0.951201340084411,-0.14095229572048187,-0.7996525483194031,-1.3680552659758387,-1.3014936575419387,-0.8783100656536799,99.68201867766378
-1.6621052710719788,-1.0175016986548806,-0.14095229572048187,-0.7996525483194031,-1.2439615424848351,-1.3007479217125504,-0.8783100656536799,99.67532140751923
-1.6597342221831457,-1.1974101572392875,-0.14095229572048187,-0.7996525483194031,-1.2004332072607369,-1.2999649701905482,-0.8783100656536799,99.66353313306918
-1.6573631732943126,-0.9241030783330187,-0.14095229572048187,-0.7996525483194031,-1.4935457768053502,-1.2994326229527047,-0.8783100656536799,99.65460949150366
-1.6549921244054795,-0.9058339577002215,-0.14095229572048187,-0.7996525483194031,-1.2505651469141186,-1.2986925330482368,-0.8783100656536799,99.64822636146748
-1.6526210755166464,-0.2755169415109534,-0.14095229572048187,-0.7996525483194031,-1.4999825493665206,-1.298165689098029,-0.8783100656536799,99.64095277799106
-1.6502500266278133,-0.47299658479398254,-0.14095229572048187,-0.7996525483194031,-1.5045673232483137,-1.2976427650205806,-0.8783100656536799,99.63145769057648
-1.6478789777389804,-1.2746517434345388,-0.14095229572048187,-0.7996525483194031,-1.5292779613693543,-1.2971409679517314,-0.8783100656536799,99.6244019431373
-1.6455079288501473,-1.0916175373330372,-0.14095229572048187,-0.7996525483194031,-1.5621837147716733,-1.2966673045203752,-0.8783100656536799,99.61751622146532
-1.6431368799613142,-2.098856366101597,-0.14095229572048187,-0.7996525483194031,-1.2460311442570557,-1.2959233381513393,-0.8783100656536799,99.60977018245256
-1.640765831072481,-1.0068727778250255,-0.14095229572048187,-0.7996525483194031,-1.1253692242499493,-1.2950762087069858,-0.8783100656536799,99.60160339555496
-1.638394782183648,-0.6758118154978113,-0.14095229572048187,-0.7996525483194031,-1.0244028670518708,-1.294142755425654,-0.8783100656536799,99.59384147675982
-1.636023733294815,-1.3774663238110951,-0.14095229572048187,-0.7996525483194031,-1.3302113400081785,-1.2934707611243097,-0.8783100656536799,99.58314557587276
-1.633652684405982,-0.4205565650559552,-0.14095229572048187,-0.7996525483194031,-1.040329681768053,-1.2925509248912233,-0.8783100656536799,99.57478933003152
-1.6312816355171489,-0.20869104123851,-0.14095229572048187,1.4479640412013615,-1.230213773198571,-1.2917934350456697,-0.8783100656536799,99.5661247969268
