Date,Temperature,Charge_Start,Charge_End,Daily_Cycles,Total_Cycles,SOH
2020-11-03,12.314474361386424,20,80,1.5731255338249088,1.5731255338249088,99.97460667345435
2020-11-04,6.277077520071477,20,80,1.5207299649703758,3.0938554987952847,99.94586783773292
2020-11-05,44.76113666751835,20,80,1.1735870192664333,4.267442518061718,99.90607762269642
2020-11-06,9.875668950456832,20,80,1.4322552943469131,5.6996978124086315,99.88012345764112
2020-11-07,11.44248974121534,20,80,1.3834313671086202,7.083129179517252,99.84681564858835
2020-11-08,19.96924766130064,20,80,1.316419348095808,8.39954852761306,99.81319917460152
2020-11-09,2.2693801083932175,20,80,1.683519508175825,10.083068035788886,99.78991281695062
2020-11-10,7.17616374735218,20,80,1.1106723409911479,11.193740376780033,99.76469351252328
2020-11-11,7.7565598893139835,20,80,1.7086955052616029,12.902435882041637,99.73330542084511
2020-11-12,47.10869251600642,20,80,1.5450034485651856,14.447439330606823,99.70159221696991
2020-11-13,19.534793045577857,20,100,1.660667052344468,16.10810638295129,99.6716328978152
2020-11-14,-10.198936186431323,20,80,1.0201620425401767,17.12826842549147,99.64596334968674
2020-11-15,12.678095980083267,20,80,1.3696327583354597,18.49790118382693,99.61495526462616
2020-11-16,11.88427409282728,20,80,1.0182068123066512,19.51610799613358,99.58200637526608
2020-11-17,11.32874313172167,20,80,1.6740675586005345,21.190175554734115,99.55082832806123
2020-11-18,10.657162291057226,20,80,1.8899720855667148,23.08014764030083,99.51897019409434
2020-11-19,16.841977416490845,20,80,1.9599017478585705,25.0400493881594,99.48731197306955
2020-11-20,6.385728089115698,20,80,1.9335788345933749,26.973628222752776,99.464763867916
2020-11-21,14.734645341032815,20,80,1.7834087672220849,28.75703698997486,99.43578818512111
2020-11-22,10.338931825665954,20,80,1.4448450143562155,30.201882004331075,99.40623490912672
2020-11-23,16.239191741152577,20,80,1.069901581227387,31.271783585558463,99.37759954838575
2020-11-24,0.8521206871257236,20,80,1.7074583035458741,32.97924188910434,99.35573062352961
2020-11-25,17.76617789603787,20,80,1.422971536139087,34.402213425243424,99.32363656429426
2020-11-26,5.8934519851560685,20,80,1.3844004125940317,35.78661383783746,99.29894238726516
2020-11-27,14.44203848029817,20,80,1.710082307916685,37.49669614575414,99.26851504920369
2020-11-28,49.5707912588006,20,80,1.461796431582052,38.958492577336195,99.22721984099071
2020-11-29,2.458976191306148,20,80,1.3147064953859626,40.27319907272216,99.2021793023216
2020-11-30,9.353911438043067,20,100,1.5679854731812914,41.841184545903445,99.1706312196999
2020-12-01,-5.505772641697408,20,80,1.8696816387293622,43.710866184632806,99.14937511112896
2020-12-02,1.0000883423691125,20,80,1.5798828361728643,45.29074902080567,99.12739711502756
