Date,Temperature,Charge_Start,Charge_End,Daily_Cycles,Total_Cycles,SOH
2020-11-03,3.6161329356332628,20,80,0.47190818526466743,0.47190818526466743,99.98893512557312
2020-11-04,5.867911994144308,20,80,0.3563878181943702,0.8282960034590376,99.97695488202889
2020-11-05,16.657847296931813,20,80,0.3110249078518009,1.1393209113108385,99.96509748691716
2020-11-06,16.554058350137232,20,80,0.41122953729098344,1.5505504486018218,99.95293987998852
2020-11-07,2.531833671364716,20,80,0.2034685034289897,1.7540189520308114,99.94613522360895
2020-11-08,12.192490704805753,20,100,0.28445762270194425,2.038476574732756,99.93572050439282
2020-11-09,14.023290447932455,20,80,0.28021212659064604,2.318688701323402,99.92385788105082
2020-11-10,12.320707324333608,20,80,0.3744187401706728,2.6931074414940745,99.91512323102852
2020-11-11,16.76283729922379,20,80,0.4475775733923952,3.14068501488647,99.90346506996666
2020-11-12,17.707078691139404,20,80,0.32546075314717715,3.466145768033647,99.88879333947466
2020-11-13,14.85051884442608,20,80,0.32372420073417785,3.7898699687678246,99.87429879086413
2020-11-14,15.096710803376507,20,80,0.392620942932753,4.182490911700578,99.86229747155575
2020-11-15,0.12115970634974715,20,80,0.40963564742598363,4.592126559126561,99.85564946077778
2020-11-16,11.544139027455188,20,80,0.23786005422788178,4.829986613354444,99.8423064604586
2020-11-17,44.04312588907159,20,80,0.4649981618517373,5.2949847752061805,99.83148624842845
2020-11-18,48.551402623943595,20,100,0.2438059304731269,5.5387907056793075,99.8148731786063
2020-11-19,2.766455525212026,20,80,0.32498637319206625,5.863777078871374,99.80641910576178
2020-11-20,5.559342710742898,20,80,0.41135252941248,6.275129608283854,99.79828014661477
2020-11-21,4.760425482454174,20,100,0.49580895272074726,6.770938561004601,99.79166369365007
2020-11-22,10.880214536793504,20,100,0.20776426115365662,6.978702822158258,99.77962745623064
2020-11-23,15.409508718685071,20,100,0.38004711844201045,7.358749940600268,99.77065421022873
2020-11-24,1.9164825785984907,20,80,0.40505560138258534,7.763805541982854,99.76251551692252
2020-11-25,7.237506070834769,20,80,0.44844618559202987,8.212251727574884,99.75290852491331
2020-11-26,0.8637612390516369,20,80,0.24188904024431568,8.454140767819199,99.74292718037427
2020-11-27,46.270933462577155,20,80,0.35308649811584836,8.807227265935047,99.72803618290892
2020-11-28,9.455692774220443,20,80,0.28264778736508656,9.089875053300133,99.7165908074422
2020-11-29,10.367200131095117,20,80,0.32708598152310975,9.416961034823244,99.70284284708873
2020-11-30,3.27011709308874,20,80,0.3896365809992505,9.806597615822493,99.69324694908363
2020-12-01,-0.4904054424781634,20,80,0.28542949989652866,10.092027115719022,99.68201867766378
2020-12-02,-1.415697383734873,20,80,0.33277383560640394,10.424800951325425,99.67532140751923
2020-12-03,-3.9265110577685114,20,80,0.3493808005500507,10.774181751875476,99.66353313306918
2020-12-04,-0.11222041058308463,20,80,0.2375522607745446,11.01173401265002,99.65460949150366
2020-12-05,0.14274457693514542,20,80,0.33025442321228815,11.341988435862309,99.64822636146748
2020-12-06,8.939488185749898,20,80,0.23509649820693776,11.577084934069246,99.64095277799106
2020-12-07,6.183449961645579,20,80,0.23334731164288708,11.810432245712134,99.63145769057647
2020-12-08,-5.004499454473574,20,80,0.22391968940788665,12.03435193512002,99.6244019431373
2020-12-09,-2.4500626530492076,20,80,0.21136546029751016,12.24571739541753,99.61751622146531
2020-12-10,-16.507150597600795,20,80,0.3319842394984519,12.577701634915982,99.60977018245255
2020-12-11,-1.2673595014040089,20,80,0.37801927082401876,12.955720905740002,99.60160339555495
2020-12-12,3.3529479465635816,20,80,0.4165400354212352,13.372260941161237,99.59384147675982
2020-12-13,-6.439386153691076,20,80,0.2998677445167125,13.672128685677949,99.58314557587275
2020-12-14,6.915306149291471,20,80,0.41046362445137197,14.082592310129321,99.57478933003152
2020-12-15,9.872114619792402,20,100,0.33801889543731467,14.420611205566637,99.5661247969268
2020-12-16,-0.3957797604343565,20,100,0.420778406064685,14.841389611631321,99.55542682279963
2020-12-17,-9.33933703637772,20,80,0.2881891772439431,15.129578788875264,99.54663140548367
2020-12-18,-0.5437013388431602,20,80,0.43100760513626,15.560586394011525,99.5400048359877
2020-12-19,-4.073230126724727,20,80,0.36087460851184516,15.921461002523369,99.52945096138302
2020-12-20,4.443355484937939,20,80,0.21862009342083613,16.140081095944204,99.51654225322923
2020-12-21,-9.672203037062985,20,80,0.33106411200832475,16.471145207952528,99.50659625218775
2020-12-22,8.682750459720666,20,80,0.35873310012544524,16.829878308077973,99.49833167562066
2020-12-23,1.0558782839554013,20,80,0.32880344611876156,17.158681754196735,99.49013628129407
2020-12-24,1.404589624246702,20,100,0.4569006401620915,17.615582394358828,99.48151882205387
2020-12-25,-8.056712443121237,20,80,0.3603315179112263,17.975913912270055,99.4751590561322
2020-12-26,-9.073750316589923,20,80,0.3506276324005295,18.326541544670583,99.46509489421557
2020-12-27,-7.213213173414297,20,80,0.36370014237992854,18.690241687050513,99.45849981279301
2020-12-28,-6.363880849132677,20,80,0.2667125545391816,18.956954241589695,99.45236062216861
2020-12-29,2.484010501398428,20,80,0.3585230041127535,19.31547724570245,99.44122500468127
2020-12-30,7.507554736920387,20,80,0.2918305133808587,19.60730775908331,99.43005210946278
2020-12-31,6.852401921789667,20,80,0.3739198677953013,19.98122762687861,99.42109421242566
2021-01-01,-9.228184727015671,20,80,0.43633075622662065,20.41755838310523,99.41072096926858
2021-01-02,-7.448398532775952,20,80,0.39296213565199245,20.810520518757222,99.40186947807462
2021-01-03,7.142220937663545,20,80,0.32196226430852515,21.132482783065747,99.39314250379445
2021-01-04,45.86943104865179,20,100,0.3105414818009465,21.443024264866693,99.38033662078495
2021-01-05,-8.264459177198852,20,80,0.3396191082793232,21.782643373146016,99.37294041419847
2021-01-06,4.7974511835436395,20,80,0.397935268694189,22.180578641840203,99.36127657951488
2021-01-07,2.934600822558629,20,80,0.3002886966038162,22.480867338444018,99.35381556878858
2021-01-08,5.83073233365225,20,80,0.24609596180657106,22.72696330025059,99.34484743423602
2021-01-09,-2.0400064933637907,20,100,0.38946420047230873,23.116427500722896,99.33339772874126
2021-01-10,-8.242565621823438,20,80,0.4410213056552147,23.557448806378112,99.32389898253484
