Date,Temperature,Charge_Start,Charge_End,Daily_Cycles,Total_Cycles,SOH
2020-11-03,16.30803405092259,10,100,0.739785252062941,0.739785252062941,99.9721970220639
2020-11-04,18.882083595088393,10,100,0.584894895927234,1.324680147990175,99.94629622680249
2020-11-05,9.892139141334688,10,100,0.7801843665509545,2.1048645145411298,99.92316280958464
2020-11-06,5.414807086218136,10,100,0.6729242034532645,2.7777887179943943,99.90080884049902
2020-11-07,5.76431977067676,10,100,0.8417862710974853,3.6195749890918796,99.87540622661788
2020-11-08,15.520626702780053,10,100,0.6447009612217223,4.264275950313602,99.84474503468539
2020-11-09,2.664193654990763,10,100,0.7683597485057823,5.032635698819384,99.81738306562035
2020-11-10,3.799666095833041,10,100,0.8559911459309582,5.888626844750342,99.79242499836813
2020-11-11,5.481086077353774,10,100,0.7207681835960671,6.609395028346409,99.7679662567422
2020-11-12,12.534852669178452,10,100,0.786932360489434,7.396327388835843,99.74046946729348
2020-11-13,17.355467545025803,10,100,0.8936574033217337,8.289984792157577,99.71687012738978
2020-11-14,19.102574359513472,10,100,0.7368546365098723,9.026839428667449,99.69043318028119
2020-11-15,18.96360878494154,10,100,0.7239600625467535,9.750799491214202,99.66147493642147
2020-11-16,6.506191972328599,10,100,0.5909408915584878,10.34174038277269,99.63945891663816
2020-11-17,0.04348088376660453,10,100,0.5073629575803833,10.849103340353073,99.61660461115929
2020-11-18,5.947366480343943,10,100,0.7079299724703612,11.557033312823435,99.59382341469183
2020-11-19,16.63188606177635,10,100,0.5091552751040058,12.06618858792744,99.56525031513651
2020-11-20,6.544492336488393,10,100,0.9493685454268872,13.015557133354328,99.54100379190275
2020-11-21,12.312732345437205,10,100,0.5877380683424333,13.603295201696762,99.51553727975386
2020-11-22,4.471895691373142,10,100,0.564329363967893,14.167624565664655,99.4883520258141
2020-11-23,11.598662050319861,10,100,0.6724341963727168,14.840058762037371,99.4644804193328
2020-11-24,-17.31999856303652,10,100,0.7635812351311642,15.603639997168536,99.44466583416991
2020-11-25,8.869442736705345,10,100,0.9379386973279953,16.54157869449653,99.41546648065275
2020-11-26,1.7605663626637957,10,100,0.7835129299439485,17.32509162444048,99.38909921736614
2020-11-27,9.166352108774964,10,100,0.6448197805035718,17.96991140494405,99.36518246273191
2020-11-28,-18.247449131104243,10,100,0.5856148721468701,18.55552627709092,99.34843601716626
2020-11-29,1.0496711252116908,10,100,0.7752385719314943,19.330764849022415,99.32583999726462
2020-11-30,4.62907163436046,10,100,0.691009568827713,20.02177441785013,99.30439724334039
2020-12-01,-7.173776242041359,10,100,0.9184987890028407,20.940273206852968,99.28182150049413
2020-12-02,0.3105407771528199,10,100,0.7343716518593242,21.67464485871229,99.2554774345238
2020-12-03,3.302170966623324,10,100,0.9932348068105568,22.667879665522847,99.23161388989135
2020-12-04,-5.74669112751363,10,100,0.5873228030665486,23.255202468589395,99.21086978501845
2020-12-05,1.1045867841140478,10,100,0.5300713584469725,23.785273827036367,99.18354661579671
2020-12-06,8.026660029303883,10,100,0.9864898434512488,24.771763670487616,99.16164771500797
2020-12-07,2.880582549014454,10,100,0.7188281098381532,25.49059178032577,99.13871552630299
2020-12-08,3.25641038857011,10,100,0.660239071228903,26.150830851554673,99.11670733128538
2020-12-09,1.8991909675515757,10,100,0.6909660930376231,26.841796944592296,99.09450193794197
2020-12-10,0.8471978549783721,10,100,0.6540841595653828,27.49588110415768,99.06902012564387
2020-12-11,-5.520333630642151,10,100,0.6322770884094047,28.128158192567085,99.04486121285821
2020-12-12,-1.23181538648641,10,100,0.5037384164932266,28.631896609060313,99.02371891008012
2020-12-13,3.9175558032455235,10,100,0.5036374252401349,29.13553403430045,98.99914812991656
2020-12-14,-4.707946439736621,10,100,0.8583849386574043,29.993918972957854,98.97579243742375
2020-12-15,-18.749099679459547,10,100,0.6189972878200162,30.61291626077787,98.95978862611258
2020-12-16,-18.226541910977538,10,100,0.5143527987980022,31.12726905957587,98.93850041970856
2020-12-17,-4.15201120941455,10,100,0.9164709284828333,32.043739988058704,98.91775980936826
2020-12-18,1.686636952280903,10,100,0.8198632816741234,32.86360326973283,98.89697318455002
