Date,Temperature,Charge_Start,Charge_End,Daily_Cycles,Total_Cycles,SOH
2020-11-03,18.716211141158528,60,80,0.8911456382650791,0.8911456382650791,99.97481301328892
2020-11-04,7.410797652819376,60,80,0.9037233363160538,1.7948689745811328,99.9563169703212
2020-11-05,2.4356434752528577,60,80,0.8493016814876511,2.644170656068784,99.93514562567702
2020-11-06,-19.023637863672466,60,80,0.8032551790649083,3.4474258351336924,99.92049774209458
2020-11-07,-14.895930598976586,60,80,0.8078464154367206,4.255272250570413,99.90370841072895
2020-11-08,2.022195437929175,60,80,0.6186307668053936,4.873903017375807,99.88621507089647
2020-11-09,10.241415749273566,60,80,0.9743589445556122,5.848261961931419,99.86649460747896
2020-11-10,16.986687645121684,60,80,0.9762335325545256,6.824495494485944,99.84888770840197
2020-11-11,-16.869607845105683,60,100,0.765688626800632,7.590184121286576,99.83184969755682
2020-11-12,12.178588106135424,60,80,0.5644058048362015,8.154589926122778,99.81372552533942
2020-11-13,0.9146023183510565,60,80,0.8540615281779943,9.008651454300772,99.79617331030072
2020-11-14,1.7461318041831242,60,80,0.5056659523883478,9.51431740668912,99.78005812352067
2020-11-15,16.89671976078391,60,80,0.7883680135374311,10.30268542022655,99.76137091283532
2020-11-16,43.40852891621867,60,80,0.7197229408661193,11.02240836109267,99.73786016391784
2020-11-17,0.18764200032725054,60,80,0.9519542935464047,11.974362654639076,99.71618925381532
2020-11-18,14.067096309879105,60,80,0.6285591681204006,12.602921822759477,99.69310813243732
2020-11-19,42.14169094675736,60,80,0.6670061315852206,13.269927954344697,99.67324918997565
2020-11-20,11.22607374728016,60,80,0.6341160604753784,13.904044014820075,99.65203652941739
2020-11-21,2.752766225812908,60,80,0.9741848505424008,14.878228865362475,99.63512850458919
2020-11-22,13.585959521482451,60,80,0.71611584842255,15.594344713785025,99.61360212949795
2020-11-23,7.115186385899628,60,80,0.9313412940160936,16.52568600780112,99.5968507549284
2020-11-24,4.622344254887456,60,80,0.9103518067322272,17.436037814533346,99.57778363078705
2020-11-25,4.033521974958716,60,80,0.7351000842922153,18.171137898825563,99.55736920883164
2020-11-26,8.863227278059394,60,80,0.9538415471514223,19.124979445976987,99.53328852323187
2020-11-27,48.57300269079234,60,80,0.851945196085481,19.976924642062468,99.50840154458744
2020-11-28,13.665773544468987,60,80,0.866072298785243,20.842996940847712,99.49003655134753
2020-11-29,18.838340691382157,60,80,0.558089554311112,21.401086495158825,99.46896142397033
2020-11-30,13.823588024968085,60,80,0.6693661861113411,22.070452681270165,99.4476192624111
2020-12-01,-8.64864764003423,60,80,0.723287878539908,22.79374055981007,99.43280131612968
2020-12-02,9.26323677271138,60,80,0.7106149347723251,23.5043554945824,99.4112234338121
2020-12-03,-9.685937066193704,60,80,0.8942822392625469,24.398637733844946,99.39679043118355
2020-12-04,4.303634095570764,60,80,0.9369905843562051,25.335628318201152,99.37931931805514
2020-12-05,6.818368129504961,60,80,0.8685797953541892,26.204208113555342,99.35921885211171
2020-12-06,-4.6328557024276655,60,100,0.8327010272317914,27.036909140787134,99.34341559444002
2020-12-07,0.956978128211345,60,80,0.6506021526139029,27.687511293401037,99.32791674241268
2020-12-08,3.154014486165938,60,80,0.6910306870654006,28.378541980466437,99.30924068437244
2020-12-09,6.595825186913874,60,80,0.6078795715801695,28.986421552046608,99.28583274651886
2020-12-10,-3.7114054622319443,60,100,0.9453653110352016,29.931786863081808,99.2650231061629
2020-12-11,6.054058979947527,60,80,0.8021063529367267,30.733893216018533,99.24355618686464
